    0.000000     0.000000     0.000000    -0.880031    -2.268082    -0.114239
    1.000000     1.000000     1.000000     1.886903     1.180825     1.305132
    1.000000     1.000000     1.000000     0.642068     1.482348     0.519759
    0.000000     1.000000     1.000000    -0.760867    -1.096724    -0.947852
    1.000000     0.000000     0.000000    -0.311791    -1.551742    -1.049345
    0.000000     0.000000     0.000000    -0.558788     0.561398    -0.017813
    1.000000     1.000000     1.000000     0.939834     0.847883     2.308071
    0.000000     0.000000     0.000000    -0.646794    -0.264733    -0.968459
    0.000000     0.000000     1.000000    -0.647520     0.161449     0.155652
    1.000000     0.000000     0.000000     0.280672    -0.070412     0.030973
    1.000000     1.000000     1.000000     0.198726     1.110486     1.211498
    0.000000     1.000000     1.000000    -1.519581    -1.248374    -0.705991
    1.000000     0.000000     1.000000     0.018443     0.450178    -0.205496
    0.000000     0.000000     0.000000     0.005205    -0.972450    -0.725275
    0.000000     0.000000     0.000000     2.384051     1.458217     0.778410
    1.000000     1.000000     0.000000     0.227502    -0.739633    -0.396544
    0.000000     0.000000     1.000000     0.093293     0.362190     0.209627
    1.000000     1.000000     1.000000     1.178340    -0.093601     0.506477
    1.000000     1.000000     1.000000    -0.775103    -1.209458    -0.434433
    1.000000     0.000000     1.000000     0.534449     0.947462     1.938335
    0.000000     0.000000     0.000000    -0.692320    -0.356075    -0.141494
    0.000000     0.000000     0.000000    -1.126913    -1.272994    -0.549864
    1.000000     1.000000     1.000000    -0.007625     0.524713     0.508406
    1.000000     0.000000     0.000000     0.300713    -0.579959    -0.233633
    1.000000     1.000000     1.000000    -0.050454    -0.108652     0.766596
    0.000000     0.000000     1.000000    -0.964958     0.448808    -0.147358
    0.000000     0.000000     0.000000    -1.071253    -1.098374    -0.459960
    1.000000     1.000000     1.000000    -1.667594    -0.939662    -1.340504
    1.000000     1.000000     1.000000     0.813981     0.537354     1.203287
    0.000000     0.000000     0.000000    -1.204742    -0.414395    -1.355253
    1.000000     1.000000     1.000000    -0.681280    -0.237106    -0.457752
    1.000000     1.000000     1.000000     0.634435     1.354016     0.921300
    1.000000     1.000000     1.000000    -0.192402    -1.341967    -1.863520
    0.000000     1.000000     0.000000    -0.659141    -1.297717    -2.109821
    1.000000     1.000000     1.000000    -1.757056    -0.103405    -0.721846
    1.000000     1.000000     0.000000    -0.736173    -0.385045    -0.153214
    1.000000     1.000000     1.000000    -1.684174    -1.731830    -1.415122
    1.000000     1.000000     0.000000    -0.440224     0.693354     0.981083
    0.000000     0.000000     0.000000    -0.245181     0.264076     0.520904
    0.000000     1.000000     1.000000    -1.301008    -1.092433    -0.892571
    0.000000     0.000000     1.000000     0.261171     0.005434    -0.045854
    1.000000     1.000000     1.000000     0.337871     0.709429     0.181639
    1.000000     1.000000     1.000000     0.600931     1.571214     1.084906
    1.000000     1.000000     1.000000    -0.120874    -0.872839     0.330257
    0.000000     0.000000     1.000000    -0.601207    -0.933389    -1.078957
    1.000000     1.000000     1.000000     0.397810     1.392356     1.170538
    0.000000     0.000000     0.000000    -0.619035    -0.618824    -1.152449
    1.000000     1.000000     1.000000     1.116172     0.170123     0.022962
    1.000000     0.000000     0.000000    -0.012897    -0.317260    -0.411268
    0.000000     0.000000     0.000000    -0.898771    -1.011142    -0.613514
    1.000000     1.000000     1.000000    -0.502614     0.338688    -0.163321
    1.000000     1.000000     1.000000    -1.268596    -0.690609    -0.811696
    1.000000     1.000000     1.000000    -0.467853    -1.038722    -0.351974
    0.000000     1.000000     0.000000     2.336477     2.493436     1.669638
    1.000000     0.000000     1.000000     2.178638     1.730513     2.115314
    0.000000     0.000000     0.000000     0.085112    -0.387153     0.123716
    1.000000     1.000000     1.000000    -0.846693    -0.805100    -0.967791
    1.000000     1.000000     1.000000     1.396313     0.422607     1.754055
    0.000000     0.000000     0.000000    -0.084283     0.182537     1.010228
    1.000000     1.000000     1.000000     0.660305     1.458448    -0.040507
    0.000000     0.000000     0.000000     0.550518     1.181835     0.059785
    1.000000     1.000000     0.000000     1.058409     0.756606     0.778776
    0.000000     0.000000     0.000000    -1.063719    -0.739959    -0.503983
    0.000000     0.000000     0.000000     1.627869     1.315726     0.937745
    0.000000     1.000000     0.000000    -0.005491    -0.157442     0.412015
    0.000000     0.000000     0.000000    -1.705776    -1.887520    -0.797652
