   -0.378137     0.075915    -0.628122    -0.880031    -2.703588     0.789544     0.369423     0.677649     1.859322     1.886903     0.447027     0.678236
    1.118025     1.753513     2.177335     0.642068     1.722000     0.127374    -0.324017     0.634312     0.178495    -0.760867    -1.081870    -0.793253
    0.194822    -0.600631    -1.481951    -0.311791    -2.044864    -1.113668    -0.631615    -1.034981    -0.005553    -0.558788     1.191310     0.178950
    1.491893    -0.223520    -0.395545     0.939834     0.600017     2.824590    -1.966773    -0.725317     0.213274    -0.646794     0.050215    -1.059023
   -0.441761    -0.447650     1.082701    -0.647520     0.669891     0.576646     0.001154    -0.198322    -0.797221     0.280672    -0.290995    -0.099085
    1.138741     0.517782     0.134229     0.198726     1.479790     1.516361    -1.424818     2.138852     1.618477    -1.519581    -0.792117     0.042684
    1.152171    -0.824420    -0.275701     0.018443     0.641651    -0.416675    -0.195963    -0.687726    -0.101978     0.005205    -1.416344    -0.916497
   -0.800556    -0.541102    -0.439135     2.384051     0.515811    -0.469662     0.171014     0.302829    -0.353377     0.227502    -1.227540    -0.587613
   -1.165120    -0.758964     1.014575     0.093293     0.463495     0.194117     1.288308     0.104223     1.578489     1.178340    -0.928184     0.119594
    0.948718     0.540606    -0.012073    -0.775103    -1.236088     0.024158     0.003593    -0.103290     1.278620     0.534449     1.017232     2.470347
   -2.304081    -0.165924     0.365355    -0.692320    -0.051887     0.252218    -1.016032    -0.462775    -0.784571    -1.126913    -1.091876     0.061827
    1.411783     2.157774     0.688989    -0.007625     0.767466     0.676582     0.100804    -0.078657    -1.343141     0.300713    -1.044774    -0.412443
    1.636943     0.840532     0.261240    -0.050454    -0.123937     1.225114    -0.218937    -0.225330     0.406048    -0.964958     1.300798     0.236104
   -1.611593     0.126856    -0.915086    -1.071253    -0.875596     0.132200     0.879467     1.207311    -0.368779    -1.667594    -0.244091    -0.907011
    0.430776    -0.033941     0.687330     0.813981     0.233469     1.267578    -2.798568    -0.388835    -0.630949    -1.204742     0.207882    -1.301399
    1.747475     1.275529     1.244915    -0.681280     0.113538    -0.262647     1.241018    -0.530038    -0.260765     0.634435     1.540681     0.772812
    0.906345     0.103272     0.121836    -0.192402    -1.820353    -2.471676    -1.490989     1.399479    -1.295212    -0.659141    -1.442276    -2.590477
    0.785583     0.848055    -0.229527    -1.757056     1.031029    -0.077899     0.516498     0.346170    -0.828774    -0.736173    -0.064494     0.265273
    1.060095     1.221176     0.188316    -1.684174    -1.383860    -0.851036     0.020574     0.953570    -0.222552    -0.440224     1.303314     1.614195
   -0.520763    -0.901598    -1.605147    -0.245181     0.548502     0.884729    -0.219912     1.402037     0.539608    -1.301008    -0.712501    -0.399972
   -0.549370    -0.292237     0.625577     0.261171    -0.167689    -0.220977     0.221677     0.604257     1.058377     0.337871     0.803559    -0.059355
    0.268108     0.168405     1.130272     0.600931     1.878767     0.998516     0.475321     0.460478     0.969278    -0.120874    -1.186859     0.752231
   -0.505703    -0.371151     2.228659    -0.601207    -0.951904    -1.118688     0.307231     1.033624     0.798219     0.397810     1.755468     1.282353
   -0.747776     0.059141    -1.126567    -0.619035    -0.482895    -1.284876     1.411063     0.464644    -0.530517     1.116172    -0.503232    -0.638883
    0.180489    -0.553464    -1.170838    -0.012897    -0.452267    -0.558143    -2.480959    -1.958039    -0.381795    -0.898771    -0.864818    -0.219519
    1.079749     1.680602     0.637503    -0.502614     0.829975    -0.030904     1.490341     1.461479     2.041719    -1.268596    -0.150493    -0.376219
    0.366132     1.124289     1.153016    -0.467853    -1.194592    -0.060236    -0.619630     1.066893    -1.409975     2.336477     2.051835     0.712555
    0.487754    -0.415430    -0.203441     2.178638     1.049521     1.640439    -0.537641    -1.705604    -0.966070     0.085112    -0.619704     0.219294
    1.086637     1.533995     1.539818    -0.846693    -0.600477    -0.833801     1.587015     1.017031     1.757527     1.396313    -0.324743     1.800793
   -1.069333    -1.286102    -0.736081    -0.084283     0.321866     1.558561     0.838095     0.977417     0.244134     0.660305     1.675015    -0.736355
   -1.421241    -0.674211    -2.025635     0.550518     1.346942    -0.463703     0.779069     1.094534    -0.787276     1.058409     0.387686     0.432832
   -1.519160    -0.024524    -0.801973    -1.063719    -0.359930    -0.012282    -1.915834    -2.656800    -0.471824     1.627869     0.817169     0.236568
   -0.800097     0.743781    -1.244315    -0.005491    -0.225051     0.666160    -1.008454    -1.434183    -1.006883    -1.705776    -1.595535     0.138685
    0.197887    -1.713147    -0.046398     0.044954    -0.156500     1.126001    -0.302102     0.034023    -1.326172    -1.064274    -1.192494    -2.105915
