   -0.378137    -0.071253  1
   -0.642262    -1.070306  1
   -2.606761    -0.269070  1
    0.369423     0.659048  1
    1.840277     2.633001  1
   -0.547830    -0.474051  1
    1.118025     1.761435  1
    1.497752     1.532178  1
    1.614490     0.638891  1
   -0.324017     0.385258  1
    0.092867    -0.452220  1
   -0.813384    -0.749226  1
    0.194822    -0.403531  1
   -1.638043    -1.408865  1
   -2.170514    -1.865630  1
   -0.631615    -1.029876  1
    0.659012     0.099176  1
    1.680715     1.202796  1
    1.491893     0.340699  1
   -0.987154    -0.078296  1
    0.160026     2.041375  1
   -1.966773    -1.248833  1
    1.334480     0.532121  1
    0.421170    -0.408866  1
   -0.441761    -0.503741  1
    1.670470     0.776897  1
    1.132442     1.299304  1
    0.001154    -0.155089  1
   -0.889636    -0.457610  1
   -0.491583    -0.438297  1
    1.138741     0.799763  1
   -0.498683    -0.228220  1
    1.585843     1.958278  1
   -1.424818     1.184156  1
    1.680757     0.188399  1
   -0.054515     0.626774  1
    1.152171    -0.247905  1
   -0.465826    -0.327448  1
    0.725706     0.003627  1
   -0.195963    -0.606960  1
    0.229133     0.170824  1
   -1.627690    -1.563821  1
   -0.800556    -0.701092  1
    0.002529     1.631219  1
   -0.748374    -1.727937  1
    0.171014     0.296565  1
   -0.618540    -0.296049  1
   -1.536057    -1.336128  1
   -1.165120    -0.997977  1
    2.001039     1.524519  1
    0.479260     0.359002  1
    1.288308     0.527250  1
    1.361143     1.798967  1
   -1.727122    -1.229810  1
    0.948718     0.751941  1
   -0.609607    -0.974755  1
   -0.982294    -0.147928  1
    0.003593    -0.079739  1
    1.592988     1.528149  1
    0.866506     2.259784  1
   -2.304081    -0.926909  1
    1.430499     0.571100  1
    0.329635     0.653205  1
   -1.016032    -0.714199  1
   -0.362292    -1.034658  1
   -0.619106     0.205149  1
    1.411783     2.179974  1
   -0.589007    -0.435187  1
    0.884688     1.000068  1
    0.100804    -0.026808  1
   -1.640384    -0.991959  1
   -1.367549    -1.137578  1
    1.636943     1.225098  1
   -0.672346    -0.525295  1
   -0.113815     0.981611  1
   -0.218937    -0.252378  1
    0.670706    -0.169883  1
    2.034624     1.589598  1
   -1.611593    -0.457881  1
   -0.518462    -1.110622  1
   -0.402287     0.347606  1
    0.879467     1.250702  1
   -1.281570    -2.075258  1
    0.657354     0.248795  1
    0.430776     0.122365  1
    0.676387     1.050076  1
   -0.189718     0.627871  1
   -2.798568    -1.272684  1
    0.506850    -0.453377  1
    0.915665    -0.139820  1
    1.747475     1.604370  1
    0.304618    -0.243248  1
    0.513196     0.311589  1
    1.241018     0.013622  1
   -0.600772    -0.004961  1
    1.410780     1.077610  1
    0.906345     0.394409  1
   -0.255317    -0.317877  1
   -1.980075    -2.947912  1
   -1.490989     0.581589  1
   -1.536762    -1.572324  1
   -1.284006    -2.514204  1
    0.785583     0.936570  1
   -0.931402    -1.880778  1
    2.170400     1.717938  1
    0.516498     0.450025  1
   -1.351337    -1.489611  1
    0.339822     0.686895  1
    1.060095     1.324039  1
   -0.682550    -1.649306  1
   -0.640817    -0.336696  1
    0.020574     0.754732  1
   -0.659480    -0.782290  1
    1.742554     2.376523  1
   -0.520763    -0.886966  1
   -1.381609    -1.176143  1
    0.767034     1.211621  1
   -0.219912     1.023171  1
    0.183248    -0.755399  1
   -0.086045     0.154855  1
   -0.549370    -0.419109  1
    1.096098     0.978648  1
   -0.339171    -0.456571  1
    0.221677     0.550412  1
    0.955693     0.928573  1
    0.731887     0.173371  1
    0.268108     0.224753  1
    1.198587     1.285673  1
    1.817448     1.478700  1
    0.475321     0.525404  1
    0.803575     0.503999  1
   -1.293566     0.037229  1
   -0.505703    -0.465877  1
    3.057470     1.821060  1
   -0.754039    -1.055152  1
    0.307231     0.916631  1
    0.433978     0.588686  1
    1.790181     1.783554  1
   -0.747776    -0.212237  1
   -1.093371    -1.221239  1
   -0.205993    -0.916226  1
    1.411063     0.852279  1
   -1.393719    -0.254570  1
   -1.204691    -1.577166  1
    0.180489    -0.371508  1
   -1.273245    -0.938283  1
