    0.513167    -1.404539     2.037788     1.151108     1.479806     2.673126    -0.654952     1.423753     1.357738  1
    4.318062     5.038379     5.500038     4.586753     5.708833     4.143245     3.268212     0.225252     1.891528  1
    1.722890     1.346464     1.615399     1.945507     1.149293     0.252271    -0.561214     2.286631     2.092867  1
   -1.091624    -1.543832    -0.531034    -1.608066     0.137804    -0.843807    -0.540038    -2.069571     1.588623  1
    2.701396     2.414807     4.654154     0.354537     1.521774     2.466255     2.584034    -0.548582     1.012846  1
    0.579641     0.545307     2.076103    -0.037554     1.266385     1.194331    -1.120280     1.595625     0.951901  1
    1.492119     0.926622     1.106720     2.169609     1.592802     1.208075     0.002000     0.677340     1.110364  1
    2.776927     6.322969     5.884375     2.347992     3.015317     3.849764     0.344203     3.242721     3.171433  1
    1.339908     1.977192     0.932599     1.231819     0.725235     1.298707     1.995620    -1.253378     1.534174  1
   -0.638303    -0.424809    -0.326775     2.279801     0.497142    -0.503174     0.009015    -1.301902     1.450423  1
    2.177544     0.706987     1.310199     0.320988     0.679204     2.450116     0.296205     1.355340     1.381460  1
    3.908094     2.782114     4.247769     3.709376     1.630877     2.647064     0.161588     1.677776     2.013376  1
    1.619526     1.099308     2.340142     2.297332     2.189323     3.570078     1.643228     1.122866     1.390393  1
    2.340752     4.375416     4.937840     3.155729     3.772491     4.083030     0.925692     2.225424     4.380923  1
   -0.333838    -0.370328     0.772857     1.467275     2.286293     0.847910    -1.759819     1.056912     1.637708  1
    3.217329     3.040619     1.766289     2.795300     1.447218     2.054377    -0.013207     2.251138     2.518322  1
    2.929130     2.850891     4.203442     3.152471     3.136071     3.765413     2.835268     1.062346     1.327654  1
    1.232195     2.903281     1.883584     0.809178     0.958612     1.959663    -1.671356     3.877393     2.152641  1
    0.793500     2.139534     1.490466     2.908213     2.457426     3.173997     1.523282     2.259525     0.718430  1
    0.263197     2.543351     2.329262     1.240697     2.615727     1.122430     1.409857     0.731698     3.121324  1
    3.388396     4.155977     3.791283     5.494370     3.758230     4.003201     3.026715     1.680185     2.304618  1
    4.788271     4.026695     4.035223     3.537652     1.881335     1.192307     1.098873     2.995144     2.069853  1
    0.984368     0.142770    -1.044164     1.447325     1.546178     0.477707    -2.582469     4.455647     0.463238  1
    3.022566     2.881830     1.704037     0.650095     1.296491     1.632905    -3.043310     4.069409     2.195401  1
    1.278422     1.476967     1.995745     2.804806     3.749990     2.593250     1.836139     2.138430     1.317450  1
    3.658102     3.236000     2.509888     2.776933     3.569072     3.919972    -0.762490     3.464344     3.616012  1
    1.982263     2.499530     2.811325     2.029519     2.264839     3.182894    -0.380900     3.449370     2.183248  1
    1.967182     2.371889     2.842901     2.027965     2.514594     1.664731     0.452361     0.520340     1.694232  1
    3.765533     5.108333     4.270935     3.432806     3.439340     3.953451     0.464376     1.060078     3.198587  1
    1.249028     1.353940     3.962509     0.546603     0.164409    -0.016668    -0.209359    -0.829379     3.436150  1
    3.865218     5.276468     4.847446     2.610766     3.393505     2.216014     0.532139     2.432641     2.433978  1
    2.050451     1.174923     0.168271     1.480503    -0.107819    -0.266201    -1.072200     0.708683     0.879428  1
    0.626084     0.176798     0.057170    -2.179421    -1.762707    -0.201191     0.312617    -0.041374     0.726755  1
    2.297814     2.980325     1.966446     0.157267     1.483138     0.644753    -1.556717     0.311454     2.437849  1
    3.523414     4.583312     4.370501     4.940506     5.724415     5.773519     2.581346     2.186260     3.300946  1
    0.390049     2.071734    -0.376261     2.762165     2.580051     1.259234    -0.810346    -0.566097     2.590929  1
    3.978758     2.965967     3.559174     1.396068     0.189632     0.898692     0.844815    -0.061695     1.723985  1
    2.956204     3.482487     3.518087     0.848147     1.058935     0.821425     0.147418    -0.073017     2.479935  1
    5.903265     4.236129     6.341853     3.491952     3.224072     3.758116     2.748790     1.388374     3.094658  1
    4.457411     4.653350     3.933397     3.685010     4.741908     2.357716    -0.145983     1.589170     3.798305  1
    0.257385     1.105583    -0.681719     0.079297     0.433900    -1.434065    -2.461661     1.036010     0.376497  1
    1.088670     2.516825     1.757043     1.321705     1.985743     2.337144     1.833218     0.787582     1.948096  1
    1.329203     0.606103     0.023307    -2.298820    -0.772602    -2.737825    -3.318322    -1.787214     3.253502  1
    1.304999     0.805805     1.207225    -0.360089    -0.325877     1.393369    -0.009511     0.639261     2.901291  1
    0.842930     0.640191     1.923517     0.130223     0.456702    -0.900662     0.342751    -1.936582     2.548942  1
   -0.160750    -0.143495    -0.127247    -0.268217    -1.323338    -0.790769    -1.843377    -0.088578     0.343421  1
    2.728861     2.323611     3.157881     0.639475     0.699573     0.458752     0.930917     1.356608     2.332261  1
    2.294252     3.979690     2.987710     1.253534     1.497570     2.553438     1.377290     0.704322     2.040761  1
    0.964685     0.302201    -0.843987    -1.061496    -1.631278    -1.758922    -1.404719    -0.882284     1.597681  1
    3.816356     4.681205     4.192781     1.851443     1.496807     1.010450     1.345524     0.738803     1.349586  1
    5.781419     7.166569     5.539332     5.280533     3.287748     3.172965    -0.545866     2.165440     3.593157  1
   -1.813117    -0.508025    -2.223028    -1.547433    -1.127537    -0.506877    -3.118488    -1.541679     2.947152  1
   -0.052353    -0.267024     0.655096     1.829409     1.596511     0.266885    -0.685931     1.205346     0.799576  1
    2.582938     1.370307     2.803963     0.634661     1.280666     0.904287     0.587376     0.303175     0.614265  1
    1.953555     2.183459     2.725673     2.193305     0.841898     3.534451     1.463079     2.390414    -0.596535  1
    2.604671     3.222148     3.321593     2.152365     4.059962     2.727943    -0.760350     2.472511     3.405223  1
    1.491893     1.193619     0.376761    -1.266212    -0.906572    -1.543163    -2.544350    -0.761702     1.801138  1
    4.345245     2.625197     2.797443     5.470126     3.977598     3.933560     2.444051     1.676590     1.297001  1
    2.037736     1.466001     1.116211     0.588575     1.454066     0.842586    -0.846294     2.260876     2.060854  1
    2.964886     2.677365     1.764924     1.117564     1.893249     0.446990    -0.655051     1.390068     1.614872  1
    2.291923     2.924407     3.001020     3.111687     2.505621     3.895928    -1.510818     3.155809     1.519736  1
   -1.290641     0.156950    -0.789547    -1.541124    -2.068113    -2.455341    -1.021306    -0.914951     1.963306  1
    3.186128     3.609605     1.950250     3.722008     3.217896     3.805221     0.232564     1.890526     2.252071  1
    2.304965     2.042862     0.768764     1.925507     1.665513     0.709572     0.044806     2.269455     1.747363  1
    2.723629     1.921756     2.586074     2.710781     1.972123     2.081971     0.039308    -0.008547     1.498023  1
    3.139626     3.448652     2.570842     2.155407     1.673263     2.187889    -0.257262     0.871973     3.246622  1
    1.109019    -2.360168     0.733334    -0.138382     0.011332     0.649804    -0.082862    -1.486806     1.829719  1
    3.543953     3.343282     3.315587     4.827190     3.349333     5.048108     1.530741     2.864057     3.149143  1
   -0.580179     0.575468    -0.169375     1.473280    -0.065305    -0.365065    -0.795408    -1.081356     1.705541  1
   -0.737929     0.114022    -0.458830    -0.804556    -1.198435    -1.110024    -0.674350     0.209141     1.283794  1
    2.121668     1.447443     2.167408     0.596636     0.039283    -0.348771    -1.237129     0.925361     0.923363  1
   -0.074818    -0.058331     1.301541     1.623939     2.217723     0.661315     0.423787     1.224942     1.691935  1
    3.154921     1.682858     1.592950     2.852285     2.681502     2.376833     0.408720     1.082224     1.644072  1
    0.840339     0.678037     0.584893     0.463700     0.761684     0.217612     0.131873     1.154673     0.343908  1
    0.804369     1.679388     1.838270     1.098877     1.838177     1.644865    -0.237243    -0.518191     2.156153  1
    2.611484     1.288528     3.157878     4.737624     2.690221     2.140904    -1.421185     2.731128     1.550854  1
    3.305599     4.027590     3.414709     4.024999     4.488098     4.087969     0.121848     3.565750     2.441517  1
    2.489245     1.949180     2.879653     1.165092     2.109129     2.490664     1.285566    -0.126415     0.963875  1
    2.070793     0.470622     1.886386     1.765950     1.936780     1.298169     0.900610     0.998277     2.395544  1
    1.021754     1.518586     0.529808     0.227433     0.113818     1.054251    -2.580271     1.228173     2.752875  1
   -0.580289    -0.064106     1.041477    -0.873333     0.111022     0.756878    -1.507111     1.543601     2.675131  1
    3.047817     3.629689     3.458208     4.093257     3.108816     3.291135    -0.793017     2.402294     2.827536  1
   -0.353350    -0.796040    -0.501942    -0.523626    -1.192402    -1.019794    -1.985135     0.271191     1.370347  1
    3.969075     4.307647     4.262423     0.641575     1.302878     0.805272     1.185964     0.984928     3.572200  1
    0.032137     0.359097    -0.073145    -2.000956    -1.641287    -1.480219    -2.063064    -2.032849     2.646059  1
   -0.552701     0.489261     1.391232     2.313052     1.002203     0.292892     0.608692     0.023051     0.605970  1
    0.725573     0.474587     1.231523     0.666639     1.568919     0.855491    -0.706066     0.194336     1.564222  1
    2.838041     0.993570     2.038801    -0.375245    -0.033213     0.502893     0.282032    -1.673920     3.507907  1
    3.935999     1.952356     2.339808     0.131228     1.072637    -0.310772    -0.024325     0.857038     2.287655  1
   -0.538692     0.216929    -0.156111    -0.530065    -1.013725    -0.265799    -1.752957     0.042144     1.836702  1
    0.806332     0.874045     1.684796     1.755092     2.492394     1.243337     0.113319    -0.764134     2.602292  1
    1.682509     0.864754     2.392771     1.392116     0.945569     3.542407    -1.017067     0.936110     1.834633  1
    2.791706     3.063401     4.153595     1.080631     3.541987     2.532931     1.442282     0.521621     2.619654  1
    4.869758     4.942296     5.384713     4.870163     2.843452     3.141511     3.626307     1.343495     1.850325  1
   -0.645563     0.012200     0.559835     0.760430     1.364180     0.158380    -2.263620     2.177884     1.643202  1
    5.386866     3.215956     5.810259     5.088026     3.430966     3.432397     2.280109     2.059947     2.450500  1
    1.423402     1.278035     0.385211    -0.205457    -0.269986    -0.174363    -1.338508    -1.612466     2.294462  1
   -1.334832    -0.312943    -0.646215    -0.858186    -1.018374    -1.545323    -2.321884    -0.951216     1.593890  1
    3.792184     4.010843     3.992795     1.673676     3.441636     3.947763    -0.718088     2.088058     2.383651  1
    1.160036     1.404090     0.443191     1.580222     3.400741     1.848541    -1.210618     1.762886     3.464496  1
    2.129537     2.262193     2.445506     1.922511     2.166560     1.406806     2.601817    -0.846260     2.115583  1
    3.805849     3.958167     5.371398     2.824323     2.763316     3.074652     1.454649     1.532812     2.766313  1
    0.515632     1.611059     1.021637    -0.113820     1.229607     0.604240    -1.090083    -1.000311     3.644588  1
    2.625143     3.863088     3.568878     1.806926     2.699206     1.933569    -0.216214     1.694548     3.223894  1
    3.133574     3.288470     3.798855     4.330469     3.785423     2.120093     3.046010     1.953625     1.700973  1
    2.756268     2.824696     2.661302     3.074861     4.289680     1.894210    -0.393414     2.034622     2.572567  1
    2.254909     1.519322     2.444341    -0.431038    -0.053000    -0.246257    -1.486454     0.177214     1.922168  1
    2.864672     0.376437     1.736349     2.442316     1.428679     1.585218    -1.660805     1.212393     2.958183  1
    1.188499     2.384132     2.507979     2.898924     3.523396     2.480183     1.807711     1.545623     1.908511  1
    2.914782     2.615401     2.348607     1.595816     2.279881     0.157047    -0.504271     2.312380     1.456172  1
   -0.264405    -1.533398    -1.367902    -0.054433    -1.832075    -0.996265    -0.308274     0.523530     1.287564  1
   -0.390837    -0.646797    -0.550244    -0.430566     0.614611     1.393281    -2.122031     0.784294     0.356684  1
    1.959441     1.259513     2.770785     2.484960     2.398763     2.081598     0.668728     0.185891     2.951462  1
    0.100467     1.629143     0.444976     1.895338     1.043274     1.571548    -2.177646     0.914544     0.980785  1
    4.253480     5.387322     4.723558     4.555842     5.131872     4.879774     2.701534     0.397138     3.278349  1
    1.428875     1.170730    -0.219768     1.158587     1.028221    -0.107973    -0.707592     1.488068     2.373548  1
    1.139947     1.180511     0.992275    -1.599110    -0.367476     0.040499    -2.230661     1.924397     3.613700  1
    4.500424     3.348784     3.761122     3.715691     1.906153     1.292634    -0.537607     2.532395     2.824792  1
    0.405575     0.337240     0.550067     1.688749     2.843862     3.053710     1.409525     0.452790     0.044645  1
    5.073706     5.400977     4.475919     3.255903     4.197431     4.185254     0.803847     3.231942     3.293007  1
    3.727972     4.517379     4.370450     4.814498     5.347517     3.235958     0.603091     0.869493     3.015207  1
   -1.826440    -1.498380    -1.175026    -0.010691    -2.566608    -1.735338    -0.799937    -2.004048    -0.009616  1
    2.402805     2.554871     2.041522     1.425800     1.556259     0.490267    -1.470012     0.251951     3.488078  1
    1.471028     1.128837     0.808637     1.532755     1.994331     1.568986    -0.732192     0.935829     2.245603  1
    2.233611     2.776744     2.529197     0.685002     0.429522     0.218825    -0.513487     1.469287     1.261033  1
    0.440716     0.933365     0.045385     0.108454     0.119858    -0.095397     0.658352     1.432320     0.380113  1
    1.717586     2.334324     3.760534     4.599465     3.278663     3.892717    -0.681712     2.158655     2.078593  1
    5.226641     4.737410     4.938167     4.487906     4.351868     4.704637    -0.327462     2.843668     3.068367  1
    1.579792     2.243261     1.987449     1.704385     1.715063     2.278061    -0.760370     3.384431     2.153940  1
    3.457648     2.347703     1.974085     3.045521     2.996419     3.849260    -1.471530     2.116547     3.801180  1
    3.252982     3.013747     2.812219     5.181602     3.606836     3.611590     3.136115     1.080186     1.499574  1
    3.174526     3.618234     3.440615    -0.001296     0.420312     0.558006     0.722154     0.351068     0.167363  1
    3.916947     3.693332     2.861714     3.999276     4.310858     4.460697     1.298297     1.880676     0.715662  1
    2.386999     3.119183     3.249794     1.286536    -0.891663    -0.353094    -5.094461     3.740540     3.161007  1
    2.823555     4.570770     4.823043     1.915231     2.124978     3.323586     2.231665     2.522533     2.114136  1
   -1.278429    -1.037851    -1.430129    -0.311361    -0.716913    -2.025562    -3.629313    -0.205984     2.615435  1
    3.008471     1.667441     1.931754     0.728505     0.025932     0.670687    -1.137083     1.990867     3.363474  1
   -2.215960    -0.352461    -0.759133     1.204743     0.412739    -0.352001    -2.769855    -0.902050     2.389126  1
    2.723351     2.010878     2.634738     0.329852     1.211871     1.727167    -2.734380     1.690340     2.179086  1
    2.242133     2.862509     2.966041     0.602314    -1.152510     0.359087    -0.347486    -1.212813     3.018841  1
    1.536204     1.884145     1.359693     0.686042     1.960145     1.126402     0.442493     1.323847     0.344330  1
    0.697033     1.900863     1.858382    -1.378519     1.016663     1.437420    -0.025323     0.948396     1.758983  1
    1.146509     0.386412     1.805287    -1.022749    -0.146101     1.522468    -1.035037    -0.090688     1.697435  1
   -0.715932    -0.555525     0.194882    -1.216321    -0.014322     0.065967    -4.560716     1.549389     1.886399  1
    3.272364     4.707879     5.336206     4.071169     3.633860     5.071274     2.594286     1.984370     2.674389  1
    4.113382     3.263283     2.165781     3.303947     1.909893     2.406719     0.848323     1.200653     1.119290  1
   -0.227028     1.011373    -0.330061    -0.152557    -0.099138    -0.622555    -0.620589    -2.232632     2.896576  1
   -1.106182    -0.773180    -0.447472    -0.148824     0.050013    -1.588273    -1.207949     1.714185     1.765135  1
    3.557725     3.958590     3.331809     3.183091     3.552824     2.596508     0.088081     1.971811     2.756247  1
    0.068421    -0.223010    -1.906709    -0.329321    -0.227304    -0.208902     0.014636     0.156819     1.030312  1
    4.112812     6.187987     5.305464     3.332830     3.600401     3.243405     1.546486     1.604961     2.115487  1
    4.215992     2.771338     3.009119     2.812383     3.463033     3.862969     0.083966     3.354746     2.339204  1
    0.651843     1.048022     0.692646    -0.176534    -0.087184     0.903231    -2.089521     2.203273     2.048360  1
    2.246376     4.049954     3.988298     2.594105     3.035154     2.086606     2.000579     0.928772     2.071383  1
    1.039243     1.379495     0.939099     1.302428     2.042893     0.958226     0.190389     1.811175     1.468994  1
    2.912660     2.992127     2.826687     1.819931     1.227923     2.053409     0.710085     1.148375     1.218514  1
   -0.020717     0.544169     0.737719    -1.297556    -1.034800     0.284093    -0.550640     0.396452     0.090724  1
   -0.533768     1.194657     0.533605    -0.553857    -0.758732    -1.388403    -0.772822    -0.817488     0.246828  1
    3.891657     4.330261     3.259540     1.543279    -0.016411     1.625585    -1.941137     2.657298     3.235469  1
    1.204945     1.282088     1.360685    -0.462791    -0.563686     0.149902    -1.827482     0.826927     3.037194  1
    2.311645     1.925746     3.236799     3.852186     0.964881     2.132981    -0.361080     0.185054     1.881623  1
   -0.178595     1.515889     2.008492     0.705139     1.814217     0.768549    -0.488743     0.212112     1.163789  1
    0.855886     1.220843     0.528253     0.299514    -0.654245    -1.149760    -1.732895    -2.073701     2.886034  1
    1.537271     3.438415     3.904693     0.799030     1.924777     1.784157    -3.411499     1.034183     2.853207  1
    1.918061     3.501337     1.840753     1.932520     1.607193     1.775403     1.195986     0.689693     1.670422  1
    2.167894     2.431325     1.635859     3.420076     2.140432     2.134150    -0.291911     0.178975     3.303113  1
