    0.036879     1.473688     1.683264     1.949616
   -2.692618     1.658446     2.212513     4.025840
    2.753870     5.125832     5.201780     6.776909
    1.869296     3.950356     6.268697     7.977363
    2.477338     2.124366     3.118937     5.106140
    0.613738     0.787826     1.131580     1.928382
    0.738607     0.840018     0.327258     1.230517
   -2.158326    -0.879585    -0.619199    -0.605931
    1.307121     1.507605     4.490151     4.989812
    2.327188     1.694964     2.055985     4.154669
    0.695991     4.588162     2.779041     5.151740
    2.134398     2.022254     3.747009     3.521847
   -0.041044     0.825926     3.630985     3.467416
    1.886953     3.240176     4.153095     5.156906
   -0.589577     0.994455     1.327044     2.309717
    1.894668     2.474535     3.050635     4.458707
    2.442253     4.149199     3.461215     8.579483
    2.558499     1.420652     2.897292     4.736581
    1.911116     0.868741     1.885251     2.762977
    1.388805     1.346835     2.399478     2.629121
    0.780629     1.711237     1.002159     1.831665
   -0.480477     0.602463     1.584410     4.971358
   -0.416568    -0.979950     0.592283     1.378504
   -0.257554     1.182342     0.443133     1.475745
   -0.926975     0.227980     3.311663     3.795553
    1.086971     1.944433     4.346525     4.453445
    2.167053     3.954608     2.925830     4.746845
    1.661938     2.442931     2.851096     3.281555
   -0.703059     1.488510     2.194428     3.168039
    2.451004     3.489570     5.398996     8.927334
   -2.321911     0.585802     2.626147     2.617277
    0.903718     2.427265     2.218714     3.657999
    0.056285    -0.003720     0.604620     2.480815
    2.229074     4.526447     4.577367     6.188064
    1.583517     2.836550     3.880210     4.887627
   -1.509052     0.341128    -0.321922     0.718843
    2.504837     3.016310     3.425311     4.674303
    0.360606     3.026687     3.377949     4.616524
    1.321443     1.093407     4.558461     5.083898
   -1.473791     1.151934     1.195591     1.295304
    0.007301     2.119794     3.774487     5.667916
   -1.069597    -1.394717     0.633793     0.659605
    1.027591     1.592999     3.419064     5.084008
    0.267644     2.502091     0.225149     3.289449
    1.120762     0.695516     3.023037     2.352305
    2.640211     3.572396     4.912446     5.376055
    1.128535     1.864472     4.246785     3.612585
   -0.235792     1.623800     3.905260     4.734168
    1.610041     1.905198     2.810605     3.659083
   -1.925087    -2.577051    -2.745493     0.519735
   -1.382141    -0.569452    -0.884518    -2.259939
    1.462139     2.761077     2.698442     2.262203
    3.158186     3.653653     5.327615     6.536972
   -1.155043    -0.483460     0.959080     2.279651
    1.798346     3.293841     3.446013     3.108988
   -0.284838     1.125027     2.044383     4.159183
   -0.307694     0.447382     3.356870     5.484645
   -0.137802     0.256897    -0.057196     0.809114
    1.439421     3.185942     3.766060     6.896101
    0.724432     0.304216     1.568005     2.653849
   -0.172839     0.978942     3.103584     4.067413
    0.084602     0.875656     2.163017     3.610609
    1.670480     2.711639     4.477632     4.904882
    0.828364     1.785220     4.067300     5.443507
    2.725910     3.364827     4.959252     6.316463
    1.484174     2.095339     1.820514     4.664744
   -0.119358     0.897839     5.136477     4.715953
   -0.423506     0.050602     1.507942     3.271894
    1.031512     2.305736     5.135954     6.564174
   -0.415835     1.338833     0.990471     1.646425
    0.247712     0.143289     2.916053     3.052030
   -1.206950     1.415335     0.731995     1.077856
    0.721053     0.892146     0.748893     1.890641
   -0.126543     0.525912    -1.018657    -0.471778
    2.103776     1.736324     2.561777     4.045914
    1.822417     3.851019     4.245661     5.172624
    2.012108     2.432889     5.158439     6.747545
    2.093327     1.341963     3.353034     4.171635
    0.948418     2.962223     4.562825     5.149271
   -0.856280     1.123285     1.221177     4.046910
   -1.816471     2.244335     3.582670     3.762642
    1.097374     1.153090     2.096403     5.313929
    0.474695     2.216638     2.460898     2.010507
    0.160266     1.339857     1.490196     3.166081
    1.830853     3.677303     5.339228     5.598600
    0.239241     0.854211     3.633752     4.434883
    1.840677     3.943184     3.439944     6.942336
