   -1.021226    -0.104830    -0.307587    -0.868996    -2.378442     1.550977     0.803662     1.676848     3.407455
    2.100917     1.405947     2.108345     3.046427     4.343335     5.335480     4.875289     6.595561     5.552436
   -0.946626     0.518728     0.608956    -0.381372    -0.307273     0.449317     1.025975     0.716484     0.280241
   -0.929775    -2.339359    -1.021934    -1.176620    -1.173151     0.334635    -0.620293     1.643282     1.195957
    1.556432     0.494833     0.749323     2.232137     2.489158     5.254613     0.816667     2.357596     3.826227
   -1.391544    -0.264442    -0.874880    -0.572575    -0.131344     1.910335     0.115924     1.913126     2.374086
   -0.498409    -0.211443    -0.339768     0.616012     0.552362     1.225180     2.707556     2.707632     2.815041
   -0.226076     1.679672     2.317338    -0.420291     3.632096     3.749483     0.761723     1.822573     3.169406
    1.088159    -0.314633     0.647186     0.824577     1.977687     1.435797     1.633033     1.590263     2.652864
   -0.492825    -1.511544    -0.601990    -1.022424    -0.346791     0.249082     3.358447     2.214957     1.675199
   -0.264274     0.407843     0.251060     0.859016    -0.133614     0.947269    -0.220786     0.549976     2.844152
   -0.371405     0.541373     0.795517     2.262998     1.679725     3.649279     4.065871     2.510786     3.991864
    0.807718     1.044543     0.983498     0.166247     0.092445     1.827833     1.494985     1.883194     3.783529
    0.236687     1.350311     3.394589    -1.225742     1.233028     2.321804     0.832216     1.912317     2.738041
   -1.900504    -0.994448    -0.821768    -1.653239    -1.250872     0.392612     1.759103     3.231571     2.319823
   -0.510511     0.816688     1.279412     0.959232     1.283800     0.493575     1.924443     1.051354     2.127392
    1.756370     1.703671     1.612643     1.518295     1.935535     3.799942     2.535529     2.999524     4.135358
   -1.830103     0.915973     0.453118    -1.546518     0.577258     0.066576    -0.742669    -0.180461     1.325268
    0.712262     1.723205     0.663868    -0.856702     0.931456     0.787906     1.769232     1.838716     3.058843
    0.621996     0.649937     2.197984    -2.145213     0.538309     0.842963    -0.605730     1.216941     0.226203
    1.908728     2.223058     2.722059     1.134591     2.383596     2.524677     4.202376     3.008057     3.717689
    0.374508     1.959067     1.761070     2.466979     2.236161     2.737507     2.542968     1.307206     1.046746
   -2.555187     0.762738    -1.345143    -0.964480    -1.360941    -2.084011     0.593091     1.263807     0.693423
   -2.921934     0.237993    -0.261627     0.497734     0.881354     0.193380     0.059336     1.166392     2.018734
    0.961240     1.826868     1.318969    -0.662335    -0.049273     0.962949     1.191061     2.673845     2.030361
   -1.106807     1.176750     2.105503     0.333254     0.373460     0.126059     0.857745     2.158640     3.038624
   -0.803128     1.390646     1.116009    -0.710477     0.249228     1.062644     0.394643     1.091245     2.523941
   -0.140001    -0.050808     0.373143     0.806804     1.732796     2.719245     2.441191     3.475557     3.133520
   -0.130439     0.311896     1.800558     1.648237     3.554457     3.242201     3.453517     4.001514     5.032161
   -0.666613    -1.328230     1.077752    -0.306525     0.273774     3.406659     0.772831     0.824025     1.117112
   -0.076512     1.256078     1.578766     1.567835     3.533232     3.633064     2.050750     3.298309     2.615768
   -1.353281    -0.820696    -1.155792     1.497526     1.177105     0.655217     2.732514     1.680790     1.983335
   -0.251213    -0.502893    -0.682259     0.178798     0.218359     0.587983    -2.138979    -1.421597     0.640443
   -1.738870    -1.366567    -0.235848     1.094514     2.350688     1.850897     1.160398     2.992928     2.677756
    1.554293     2.295372     3.443145     0.517918     2.034624     2.329664     2.883208     4.228568     4.811258
   -1.144892    -1.507158     0.085678    -0.795174     1.392520    -0.551531     3.564385     4.077966     3.266380
    0.172323    -0.204205     0.465674     3.226288     2.806475     3.905425     2.422372     1.623602     2.794587
   -0.382682    -0.620616     0.691484     1.747410     2.844086     3.401416     1.548646     2.194004     2.446066
    1.687549     1.867796     3.144202     3.613590     2.482339     5.088295     2.474536     2.603784     3.620387
   -0.616176     0.302628     2.096641     1.892646     2.637987     2.422686     3.334255     4.988455     3.111021
   -2.459045    -1.419778    -2.303470    -0.149801     1.247602    -0.035187     1.605776     2.541369     1.166701
    0.958916     0.935019     1.471809    -0.620562     1.259572     1.007296     0.104843     1.201809     2.064712
   -3.140795    -3.782474    -1.167227     0.746726     0.593882     0.505482    -0.314331     1.700344     0.241449
   -0.507569    -0.243285     1.154152    -0.633422    -0.698195     0.187321    -1.526621    -1.139020     1.082802
   -0.227231    -1.734063     0.343294     0.210095     0.505039     2.297815     1.015235     1.827890     0.954009
   -1.967000    -1.798262    -2.283205    -0.153744     0.391932     0.913704     1.524811     0.989572     2.006088
    0.240845     0.780871     1.425962     0.818652     0.895020     2.227845    -0.393339     0.010503     0.238204
    0.596078     0.612801     1.259376     0.754189     2.966883     2.497739     0.858761     1.504970     3.067039
   -1.617907    -2.064046    -1.189425     0.653334     0.528076    -0.134410     0.230577     0.104830     0.449126
    0.570798     0.616895     0.667125     2.832245     4.302978     4.342868     2.558717     2.622528     2.603173
   -0.934412     0.447870     1.850131     3.262208     5.289012     4.193413     5.908010     4.487555     4.830073
