   -0.378212    -0.071063  1
   -0.642390    -1.070607  1
   -2.607283    -0.267618  1
    0.369497     0.659249  1
    1.840645     2.633578  1
   -0.547939    -0.474020  1
    1.118249     1.761892  1
    1.498051     1.532247  1
    1.614813     0.638302  1
   -0.324082     0.385713  1
    0.092885    -0.452574  1
   -0.813546    -0.749209  1
    0.194861    -0.403917  1
   -1.638371    -1.408765  1
   -2.170948    -1.865497  1
   -0.631741    -1.030157  1
    0.659143     0.098830  1
    1.681051     1.202535  1
    1.492191     0.339990  1
   -0.987352    -0.077730  1
    0.160058     2.042615  1
   -1.967167    -1.248423  1
    1.334747     0.531637  1
    0.421255    -0.409397  1
   -0.441849    -0.503795  1
    1.670804     0.776363  1
    1.132669     1.299449  1
    0.001155    -0.155192  1
   -0.889814    -0.457354  1
   -0.491681    -0.438278  1
    1.138969     0.799576  1
   -0.498782    -0.228058  1
    1.586160     1.958571  1
   -1.425103     1.185823  1
    1.681093     0.187473  1
   -0.054526     0.627219  1
    1.152402    -0.248787  1
   -0.465919    -0.327372  1
    0.725851     0.003176  1
   -0.196002    -0.607236  1
    0.229179     0.170793  1
   -1.628016    -1.563830  1
   -0.800716    -0.701051  1
    0.002529     1.632288  1
   -0.748524    -1.728603  1
    0.171048     0.296653  1
   -0.618664    -0.295856  1
   -1.536365    -1.336044  1
   -1.165353    -0.997903  1
    2.001439     1.524269  1
    0.479356     0.358938  1
    1.288566     0.526791  1
    1.361415     1.799297  1
   -1.727467    -1.229537  1
    0.948908     0.751842  1
   -0.609729    -0.975013  1
   -0.982490    -0.147412  1
    0.003593    -0.079793  1
    1.593307     1.528156  1
    0.866679     2.260725  1
   -2.304542    -0.926078  1
    1.430785     0.570581  1
    0.329701     0.653427  1
   -1.016235    -0.714033  1
   -0.362364    -1.035111  1
   -0.619229     0.205671  1
    1.412065     2.180522  1
   -0.589125    -0.435104  1
    0.884865     1.000171  1
    0.100824    -0.026888  1
   -1.640712    -0.991585  1
   -1.367823    -1.137470  1
    1.637270     1.224879  1
   -0.672480    -0.525220  1
   -0.113838     0.982326  1
   -0.218981    -0.252407  1
    0.670840    -0.170413  1
    2.035031     1.589370  1
   -1.611916    -0.457174  1
   -0.518566    -1.111027  1
   -0.402367     0.348086  1
    0.879643     1.250973  1
   -1.281827    -2.075819  1
    0.657486     0.248547  1
    0.430863     0.122177  1
    0.676523     1.050342  1
   -0.189756     0.628402  1
   -2.799128    -1.271771  1
    0.506951    -0.453991  1
    0.915849    -0.140484  1
    1.747824     1.604330  1
    0.304679    -0.243597  1
    0.513299     0.311473  1
    1.241266     0.012856  1
   -0.600892    -0.004589  1
    1.411062     1.077435  1
    0.906526     0.394101  1
   -0.255368    -0.317927  1
   -1.980471    -2.948609  1
   -1.491287     0.582902  1
   -1.537069    -1.572395  1
   -1.284263    -2.515051  1
    0.785740     0.936693  1
   -0.931588    -1.881430  1
    2.170834     1.717709  1
    0.516601     0.449997  1
   -1.351607    -1.489744  1
    0.339890     0.687133  1
    1.060307     1.324245  1
   -0.682687    -1.649961  1
   -0.640946    -0.336517  1
    0.020578     0.755214  1
   -0.659612    -0.782391  1
    1.742903     2.376994  1
   -0.520867    -0.887222  1
   -1.381886    -1.176051  1
    0.767187     1.211936  1
   -0.219956     1.023980  1
    0.183284    -0.756009  1
   -0.086063     0.155010  1
   -0.549480    -0.419040  1
    1.096317     0.978605  1
   -0.339239    -0.456659  1
    0.221722     0.550634  1
    0.955884     0.928585  1
    0.732033     0.173027  1
    0.268161     0.224733  1
    1.198827     1.285768  1
    1.817812     1.478535  1
    0.475416     0.525452  1
    0.803735     0.503827  1
   -1.293825     0.038062  1
   -0.505804    -0.465867  1
    3.058081     1.820344  1
   -0.754190    -1.055373  1
    0.307292     0.917041  1
    0.434065     0.588801  1
    1.790539     1.783605  1
   -0.747926    -0.211909  1
   -1.093590    -1.221357  1
   -0.206034    -0.916699  1
    1.411345     0.851956  1
   -1.393998    -0.253866  1
   -1.204932    -1.577448  1
    0.180525    -0.371864  1
   -1.273500    -0.938103  1
   -0.511673    -0.709963  1
   -2.481456    -2.393152  1
    1.309739     0.341062  1
   -0.486973    -0.055905  1
    1.079965     1.691469  1
   -0.328359    -0.583342  1
    1.234878     0.785993  1
    1.490639     1.661392  1
    1.301206     0.081914  1
    0.540554     0.469597  1
    0.366205     1.008517  1
    0.805370     0.267722  1
   -1.107619    -0.404105  1
   -0.619754     0.622973  1
   -1.891769     0.217467  1
    1.040632     0.152435  1
    0.487852    -0.157433  1
   -0.276070     1.288510  1
   -0.020666     0.465777  1
   -0.537749    -1.523822  1
   -0.277447    -0.144248  1
   -0.758889    -0.225543  1
    1.086854     1.578830  1
    0.823743     0.022043  1
