   -0.534766     1.001195     1.182316     1.266815
   -3.686517     1.386558     2.476603     4.276015
    2.602544     4.888093     4.359035     5.322375
    1.581126     3.637724     5.862161     7.291314
    2.283234     1.564910     2.177517     4.290817
    0.131334     0.199683     0.433822     1.319816
    0.275520     0.249567    -0.523063     0.448103
   -3.069571    -1.474082    -0.791820    -0.589584
    0.931983     0.955335     4.076949     4.590656
    2.109855     1.096762     1.016069     3.321149
    0.226311     4.425000     2.128855     4.002148
    1.887240     1.473809     2.990077     2.512486
   -0.624744     0.285203     3.466132     3.279077
    1.601515     2.845952     3.463252     4.147678
   -1.258135     0.508927     0.955260     1.974537
    1.610424     1.993093     2.231637     3.544553
    2.242721     3.821368     2.486455     7.824814
    2.376949     0.776157     1.934771     4.043190
    1.629417     0.204357     0.964052     2.003636
    1.026303     0.770979     1.665181     1.816163
    0.324043     1.216687     0.200575     0.893934
   -1.132157     0.065359     1.240627     5.230796
   -1.058361    -1.700471     0.158629     1.417403
   -0.874748     0.696236    -0.151927     0.855475
   -1.647729    -0.322141     3.352963     4.040789
    0.677776     1.456125     3.948307     3.871463
    1.924947     3.622856     1.951329     3.387565
    1.341690     1.973230     2.063494     2.205752
   -1.389173     1.066405     1.956591     2.872036
    2.252826     3.086459     4.737323     8.431006
   -3.258463     0.168031     2.905705     2.839285
    0.466174     2.005703     1.532009     2.824089
   -0.512358    -0.644810     0.007607     2.334055
    1.996562     4.255373     3.803912     4.915837
    1.251138     2.416589     3.246013     4.014137
   -2.319854    -0.157862    -0.672122     0.480030
    2.314986     2.556058     2.481154     3.506085
   -0.160959     2.708763     2.972807     3.903057
    0.948521     0.493285     4.170612     4.822454
   -2.279137     0.742448     1.022601     0.915312
   -0.568920     1.722421     3.559228     5.499347
   -1.812414    -2.119223     0.391649     0.828908
    0.609210     1.068800     2.915588     4.739155
   -0.268302     2.130875    -0.596218     2.504329
    0.716794     0.063542     2.478607     1.738882
    2.471303     3.166210     4.127170     4.144165
    0.725769     1.364373     3.826958     2.886738
   -0.849620     1.186257     3.793891     4.589947
    1.281765     1.378015     2.054874     2.825747
   -2.800249    -3.379142    -3.212763     1.203754
   -2.173309    -1.179921    -1.308182    -2.817288
    1.110982     2.340559     1.924739     0.943300
    3.069409     3.222572     4.467704     5.386391
   -1.911079    -1.099140     0.744883     2.502080
    1.499201     2.911527     2.672253     1.717374
   -0.906253     0.634226     1.694514     4.066924
   -0.932645    -0.118659     3.236959     5.847897
   -0.736470    -0.341900    -0.714053     0.312434
    1.084750     2.815037     3.135802     6.329218
    0.259151    -0.345983     0.928382     2.301395
   -0.776927     0.464224     2.887713     3.975983
   -0.479660     0.332293     1.747862     3.408156
    1.351554     2.271807     3.914896     4.052318
    0.379162     1.295906     3.701187     5.152377
    2.570260     2.929492     4.168519     5.304925
    1.136426     1.597975     0.942473     3.992867
   -0.715173     0.370415     5.209818     4.757737
   -1.066372    -0.552752     1.163639     3.362406
    0.613737     1.861998     4.851499     6.284482
   -1.057515     0.880870     0.509127     1.046007
   -0.291317    -0.493753     2.603645     2.925711
   -1.971017     1.018114     0.410734     0.520558
    0.255250     0.308754    -0.037298     1.220775
   -0.723470    -0.043160    -1.832166    -1.291804
    1.851881     1.157513     1.651331     3.228028
    1.526996     3.530223     3.557937     3.998788
    1.746032     1.938999     4.621569     6.250280
    1.839816     0.719177     2.579723     3.496393
    0.517789     2.598304     4.185177     4.426078
   -1.566097     0.669904     0.895890     4.059528
   -2.674830     1.981124     3.798279     3.596412
    0.689788     0.574477     1.400647     5.128998
   -0.029220     1.799464     1.928804     1.022012
   -0.392291     0.844085     0.935517     2.725733
    1.536736     3.336278     4.818216     4.554091
   -0.301099     0.298240     3.396581     4.359379
    1.548081     3.631623     2.624792     6.071581
   -1.512265    -1.000672     0.488068     1.396738
    0.589170     3.476267     4.872579     6.510361
   -0.606259     1.374556     4.118364     2.519111
   -2.009938    -0.276819    -1.049095     1.083027
    1.747545     0.597912     2.774927     4.515242
   -2.410905     0.664947     1.404823     2.480065
   -2.148416     0.564792     1.097504     0.951313
    0.261668     1.814717     0.283253    -0.702987
    1.772719     4.047180     4.379941     4.506284
   -1.131508     1.781235     0.681454     2.097750
   -0.360739     1.814663     1.344074     1.279632
   -0.349758    -1.212942    -0.703929     2.314555
    0.279855    -1.235207     1.051752     1.913459
   -0.289628     2.455760     2.677561     4.055085
   -2.126744    -1.621246    -1.002161    -1.837606
