    1.000000     0.000000     2.000000     0.573051    -0.175230    -1.339954
    1.000000     1.000000     2.000000    -0.577052     0.425472     0.179867
    0.000000     0.000000     0.000000    -0.694153    -0.766538     0.455033
    0.000000     0.000000     0.000000    -0.817974    -1.559255     0.579605
    2.000000     0.000000     0.000000     0.463916    -0.898300    -0.053513
    0.000000     0.000000     1.000000    -0.096545    -0.352276     0.253673
    2.000000     1.000000     3.000000     1.027419     0.677408    -0.001175
    2.000000     1.000000     2.000000     0.483444     0.959731     1.104495
    0.000000     0.000000     0.000000     0.761720    -1.901134    -2.223851
    2.000000     0.000000     2.000000     0.723880     0.111837    -0.846025
    1.000000     1.000000     0.000000    -0.295120     0.881524     0.966334
    1.000000     1.000000     1.000000    -0.320148     0.297111     0.508650
    1.000000     1.000000     1.000000    -0.805411     0.766234     0.496932
    2.000000     0.000000     3.000000     1.809094    -0.761952    -2.154671
    2.000000     1.000000     3.000000     2.345841     0.284032     0.253651
    2.000000     1.000000     3.000000     0.935259     0.858773    -0.271187
    2.000000     1.000000     3.000000     0.989511     2.269332    -0.174745
    2.000000     1.000000     3.000000     2.920440    -0.798064     0.156104
    1.000000     1.000000     1.000000    -0.180285     0.271133    -0.162098
    0.000000     0.000000     0.000000    -1.394741    -0.969746    -2.090380
    0.000000     0.000000     2.000000     0.446963     0.080041    -0.838566
    2.000000     1.000000     0.000000     1.454362    -0.864173     0.855505
    0.000000     0.000000     0.000000    -0.064293    -0.935022    -0.971525
    0.000000     0.000000     1.000000    -1.530256     0.228302    -0.469326
    0.000000     0.000000     0.000000    -0.090957    -0.097848     0.167197
    0.000000     0.000000     0.000000    -0.781570    -0.582116    -0.478192
    0.000000     0.000000     0.000000    -1.888729    -1.007475    -0.486859
    0.000000     0.000000     0.000000    -0.941943     0.039957    -0.124607
    2.000000     1.000000     0.000000     0.034340     0.381900     2.970156
    1.000000     0.000000     3.000000     0.361164     0.628857    -0.597038
    2.000000     1.000000     2.000000     0.299540     0.482481     1.688276
    2.000000     1.000000     0.000000    -0.053378     0.747981     1.588814
    2.000000     1.000000     2.000000     1.380470    -0.402537    -0.559265
