    0.513167    -1.404539     2.037788     1.151108     1.479806     2.673126    -0.654952     1.423753     1.357738
    4.318062     5.038379     5.500038     4.586753     5.708833     4.143245     3.268212     0.225252     1.891528
    1.722890     1.346464     1.615399     1.945507     1.149293     0.252271    -0.561214     2.286631     2.092867
   -1.091624    -1.543832    -0.531034    -1.608066     0.137804    -0.843807    -0.540038    -2.069571     1.588623
    2.701396     2.414807     4.654154     0.354537     1.521774     2.466255     2.584034    -0.548582     1.012846
    0.579641     0.545307     2.076103    -0.037554     1.266385     1.194331    -1.120280     1.595625     0.951901
    1.492119     0.926622     1.106720     2.169609     1.592802     1.208075     0.002000     0.677340     1.110364
    2.776927     6.322969     5.884375     2.347992     3.015317     3.849764     0.344203     3.242721     3.171433
    1.339908     1.977192     0.932599     1.231819     0.725235     1.298707     1.995620    -1.253378     1.534174
   -0.638303    -0.424809    -0.326775     2.279801     0.497142    -0.503174     0.009015    -1.301902     1.450423
    2.177544     0.706987     1.310199     0.320988     0.679204     2.450116     0.296205     1.355340     1.381460
    3.908094     2.782114     4.247769     3.709376     1.630877     2.647064     0.161588     1.677776     2.013376
    1.619526     1.099308     2.340142     2.297332     2.189323     3.570078     1.643228     1.122866     1.390393
    2.340752     4.375416     4.937840     3.155729     3.772491     4.083030     0.925692     2.225424     4.380923
   -0.333838    -0.370328     0.772857     1.467275     2.286293     0.847910    -1.759819     1.056912     1.637708
    3.217329     3.040619     1.766289     2.795300     1.447218     2.054377    -0.013207     2.251138     2.518322
    2.929130     2.850891     4.203442     3.152471     3.136071     3.765413     2.835268     1.062346     1.327654
    1.232195     2.903281     1.883584     0.809178     0.958612     1.959663    -1.671356     3.877393     2.152641
    0.793500     2.139534     1.490466     2.908213     2.457426     3.173997     1.523282     2.259525     0.718430
    0.263197     2.543351     2.329262     1.240697     2.615727     1.122430     1.409857     0.731698     3.121324
    3.388396     4.155977     3.791283     5.494370     3.758230     4.003201     3.026715     1.680185     2.304618
    4.788271     4.026695     4.035223     3.537652     1.881335     1.192307     1.098873     2.995144     2.069853
    0.984368     0.142770    -1.044164     1.447325     1.546178     0.477707    -2.582469     4.455647     0.463238
    3.022566     2.881830     1.704037     0.650095     1.296491     1.632905    -3.043310     4.069409     2.195401
    1.278422     1.476967     1.995745     2.804806     3.749990     2.593250     1.836139     2.138430     1.317450
    3.658102     3.236000     2.509888     2.776933     3.569072     3.919972    -0.762490     3.464344     3.616012
    1.982263     2.499530     2.811325     2.029519     2.264839     3.182894    -0.380900     3.449370     2.183248
    1.967182     2.371889     2.842901     2.027965     2.514594     1.664731     0.452361     0.520340     1.694232
    3.765533     5.108333     4.270935     3.432806     3.439340     3.953451     0.464376     1.060078     3.198587
    1.249028     1.353940     3.962509     0.546603     0.164409    -0.016668    -0.209359    -0.829379     3.436150
    3.865218     5.276468     4.847446     2.610766     3.393505     2.216014     0.532139     2.432641     2.433978
    2.050451     1.174923     0.168271     1.480503    -0.107819    -0.266201    -1.072200     0.708683     0.879428
    0.626084     0.176798     0.057170    -2.179421    -1.762707    -0.201191     0.312617    -0.041374     0.726755
    2.297814     2.980325     1.966446     0.157267     1.483138     0.644753    -1.556717     0.311454     2.437849
    3.523414     4.583312     4.370501     4.940506     5.724415     5.773519     2.581346     2.186260     3.300946
    0.390049     2.071734    -0.376261     2.762165     2.580051     1.259234    -0.810346    -0.566097     2.590929
    3.978758     2.965967     3.559174     1.396068     0.189632     0.898692     0.844815    -0.061695     1.723985
    2.956204     3.482487     3.518087     0.848147     1.058935     0.821425     0.147418    -0.073017     2.479935
    5.903265     4.236129     6.341853     3.491952     3.224072     3.758116     2.748790     1.388374     3.094658
    4.457411     4.653350     3.933397     3.685010     4.741908     2.357716    -0.145983     1.589170     3.798305
    0.257385     1.105583    -0.681719     0.079297     0.433900    -1.434065    -2.461661     1.036010     0.376497
    1.088670     2.516825     1.757043     1.321705     1.985743     2.337144     1.833218     0.787582     1.948096
