    0.036879     1.495844     1.729865     3.165149     2.688892
    3.427906     3.827467     5.319456     8.866901    12.293828
   -0.170952     0.942433     3.153898     5.989956     9.146180
    1.286369     3.665424     3.355914     5.410177     8.466139
    0.613738     0.802381     1.168857     3.329728     5.603870
   -0.477991    -0.817115     0.337386     0.341553     2.567912
   -0.273567     0.138283     2.079117     3.214910     7.153580
    0.456767     2.987732     2.392267     3.936340     7.225366
    0.695991     4.493164     2.587282     5.789547     9.110994
   -0.292157     1.400027     1.170047     3.230519     5.085583
    2.545899     2.205709     4.591468     6.737690     8.528843
    0.220568     0.409371     1.968014     3.349498     5.376486
    1.894668     2.382899     2.870428     5.303045     8.911757
    1.934706     1.008100     5.861896     7.979321     7.869428
    0.433233     2.446916     4.374557     4.254846     6.248584
    0.522588     2.252761     2.226462     4.397797     5.742922
    0.780629     1.692377     0.973722     3.202417     4.526785
    0.290898     1.363169     4.877460     5.008418     5.416087
    0.709448     1.895049     2.168372     4.686217     5.000431
    0.115066     0.058997     1.175268     5.253749     6.744093
    1.086971     1.904912     4.260055     5.052339     8.668580
    1.943166     0.706439     2.263984     5.179451     6.982703
   -0.246613     0.214343     0.406829     3.694832     5.445650
    0.352407     3.020925     4.114612     6.717070    10.959744
   -2.321911     0.741784     2.924829     3.563092     6.120331
    1.239333     0.960061     2.302368     3.925494     4.849486
   -0.258246     1.971839     4.177446     7.169200     8.038428
    0.490661     2.393086     3.678795     5.532686     7.347461
   -1.509052     0.466316    -0.065117     2.381801     6.166559
    0.553993     0.852536     1.997733     3.909242     7.583412
    0.231858     1.183577     2.931099     3.660215     8.094749
    0.686947    -0.013602     2.571190     3.560829     4.590841
    0.007301     2.125340     3.776216     6.238963     6.619589
   -1.542377     0.806636     1.255960     3.841643     5.414958
    1.328402     2.879705     3.439339     6.636682     5.350610
    1.880333     2.935450     2.514934     5.990248     6.467414
    2.640211     3.415721     4.595133     5.777921     8.525002
    0.387024     2.686214     1.942612     3.968097     6.818324
    2.227845     2.722904     4.658430     5.842714     7.692767
    0.264357    -0.669901    -1.404673     0.164750     5.189422
   -1.382141    -0.424797    -0.584823    -0.254900     3.272776
    1.150669     0.986981     0.408266     5.384535     6.930900
    1.132578     2.030268     1.573171     3.486602     6.067884
    1.286379     3.101871     4.638234     5.582611     6.017377
   -0.284838     1.171768     2.136861     5.196021     6.173154
   -0.039162     2.911918     5.102452     5.822219     7.199941
   -1.192119     0.122687     2.004222     4.582387     6.061284
    2.621217     3.100421     2.673853     5.205499     7.566838
   -0.172839     1.024567     3.188689     4.927116     6.490809
    0.125512     1.475683     3.010070     5.684437     7.749735
    1.396374     1.560786     2.999469     4.914352     8.162943
    1.235987     3.838149     4.536345     6.900390     9.030764
    1.484174     2.033244     1.704279     5.735725     6.767227
    0.326688     4.492469     3.955904     5.496160     6.947984
    0.876279     2.780629     3.939483     6.126674     9.889973
    1.354291     1.309390     3.045069     3.733877     5.414480
    0.247712     0.192712     3.012007     4.086298     4.698452
    1.867026     1.186746     1.465270     4.127395     5.297557
